condition,repeat_idx,n_segments,n_expected,cer,content_s_per_wallclock_s,jobs_per_s,wallclock_s,rss_mean_mb,rss_peak_mb,cpu_mean_pct,rss_first_half_mb,rss_second_half_mb,cpu_first_half_pct,cpu_second_half_pct
combo1,0,6,6,0.11805555555555555,0.7303631831946692,0.1644962124312318,36.47500396100804,754.094007554945,754.578125,49.37640325833761,753.6710164835165,754.5169986263736,49.7930783008567,48.95972821581852
combo2,0,5,5,0.12857142857142856,0.7238057670534259,0.14663812136414628,34.09754539601272,766.2451286764706,766.5,43.93461287367906,765.9966911764706,766.4935661764706,37.62981099744263,50.23941474991549
combo3,0,6,6,0.13541666666666666,0.7908977360854967,0.17813012073997672,33.68324220000068,778.2007998511905,778.5,52.2552452262836,777.9146205357143,778.4869791666666,52.93314498882999,51.57734546373722
combo4,0,6,6,0.1111111111111111,0.8039199473008513,0.16286870893453226,36.83948893100023,790.1471637228261,790.375,47.6928433345107,789.9307065217391,790.363620923913,48.53393626497727,46.851750404044125
combo5,0,5,8,0.41964285714285715,0.24091026486737813,0.04065035516795662,123.00015533299302,802.2213965798046,802.453125,11.680773863340493,802.0052931596091,802.4375,23.150169182473025,0.21137854420796132
