timestamp,experiment,iteration,audio_duration_s,arrival_time_s,asr_start_time_s,asr_finish_time_s,queue_wait_ms,service_time_ms,e2e_latency_ms,rtf,queue_depth_at_arrival,queue_depth_at_start,cpu_percent,cpu_freq_mhz,cpu_temp_c,rss_mb,success,error
2026-09-11T17:14:41.248,exp3_2.00x,14,17.302,112.46305983199272,112.46308183198562,119.62221184399095,0.0219999928958714,7159.130012005335,7159.152011998231,0.413774708820098,1,0,82.36490221824064,2800.0,53.45,357.125,True,
2026-09-11T17:14:49.907,exp3_2.00x,15,17.302,121.1140606799745,121.11408547600149,128.28117024799576,0.024796026991680264,7167.0847719942685,7167.10956802126,0.4142344683848265,1,0,82.91998952341524,2800.0,54.0,357.140625,True,
2026-09-11T17:14:58.521,exp3_2.00x,16,17.302,129.76506109599723,129.7650846519973,136.8948548969929,0.02355600008741021,7129.770244995598,7129.793800995685,0.4120778086345855,1,0,82.89129729292024,2800.0,52.9,357.140625,True,
2026-09-11T17:15:07.192,exp3_2.00x,17,17.302,138.41606011797558,138.41608513597748,145.5653050399851,0.025018001906573772,7149.219904007623,7149.24492200953,0.41320193642397546,1,0,82.57933702585657,2800.0,52.9,357.140625,True,
2026-09-11T17:15:15.863,exp3_2.00x,18,17.302,147.06705994799268,147.0670847069996,154.2367340969795,0.0247590069193393,7169.649389979895,7169.6741489868145,0.41438269506299247,1,0,82.80061986182763,2800.0,53.45,357.140625,True,
2026-09-11T17:15:24.483,exp3_2.00x,19,17.302,155.71806015999755,155.718083714979,162.85706176099484,0.023554981453344226,7138.978046015836,7139.00160099729,0.41260998994427445,1,0,82.94337008093957,2800.0,54.0,357.15625,True,
2026-09-11T17:15:33.166,exp3_2.00x,20,17.302,164.36906056798762,164.369081826997,171.53967248197296,0.02125900937244296,7170.5906549759675,7170.61191398534,0.4144370971550091,1,0,82.6942339504833,2800.0,54.0,357.15625,True,
2026-09-11T17:15:41.833,exp3_2.00x,21,17.302,173.02006143098697,173.02011837498867,180.20640111499233,0.05694400169886649,7186.282740003662,7186.339684005361,0.4153440492430738,1,0,83.07625700989503,2800.0,54.0,357.140625,True,
2026-09-11T17:15:48.987,exp3_3.00x,1,17.302,9.592497372068465e-05,0.000172664993442595,7.150830750993919,0.07674001972191036,7150.658086000476,7150.734826020198,0.4132850587215626,1,0,99.98549588023874,2800.0,52.35,390.0625,True,
2026-09-11T17:15:56.136,exp3_3.00x,2,17.302,5.767409352993127,7.15140269199037,14.300156214972958,1383.993338997243,7148.753522982588,8532.746861979831,0.41317498109944445,1,0,100.14930052123184,2800.0,54.0,390.15625,True,
