experiment,elapsed_s,queue_depth,cpu_percent,cpu_freq_mhz,cpu_temp_c,rss_mb
exp2_1.25x,87.14546591197723,0,99.84761297031977,2800.0,49.6,335.296875
exp2_1.25x,87.64620228798594,0,99.85287856617738,2800.0,50.15,335.296875
exp2_1.25x,88.1468673129857,0,99.8354737392923,2800.0,50.7,335.296875
exp2_1.25x,88.6481036869809,0,99.77986247531996,2800.0,50.7,335.296875
exp2_1.25x,89.14881658297963,0,99.86087382911154,2800.0,51.25,335.296875
exp2_1.25x,89.64949120298843,0,101.86341073939083,2800.0,50.15,335.296875
exp2_1.25x,90.15014491498005,0,99.8565931515871,2800.0,50.7,335.296875
exp2_1.25x,90.65100770097342,0,25.9621064364216,2800.0,49.6,335.296875
exp2_1.25x,91.15148295197287,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,91.65196442598244,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,92.15242399397539,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,92.6529703939741,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,93.15353866599617,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,93.65402193798218,0,0.0,2800.0,48.5,335.296875
exp2_1.25x,94.15455217298586,0,0.0,2800.0,46.85,335.296875
exp2_1.25x,94.65505013198708,0,1.9980149521454713,2800.0,46.85,335.296875
exp2_1.25x,95.1555911829928,0,0.0,1500.0,46.3,335.296875
exp2_1.25x,95.65636889898451,0,0.0,1500.0,46.3,335.296875
exp2_1.25x,96.15721296798438,0,0.0,1500.0,45.75,335.296875
exp2_1.25x,96.65796618597233,0,0.0,1500.0,45.75,335.296875
exp2_1.25x,97.15877006997471,0,53.91169910670359,2800.0,49.05,344.796875
exp2_1.25x,97.6594871969719,0,97.8587794099819,2800.0,49.05,335.296875
exp2_1.25x,98.160246489977,0,99.82431379667209,2800.0,49.6,335.296875
exp2_1.25x,98.66163259497262,0,101.74680977674967,2800.0,49.6,335.296875
exp2_1.25x,99.16240277799079,0,99.84559856706754,2800.0,49.6,335.296875
exp2_1.25x,99.66312825799105,0,99.82735457967246,2800.0,49.6,335.296875
exp2_1.25x,100.16439684599754,0,99.74394711701471,2800.0,49.05,335.296875
exp2_1.25x,100.6656991559721,0,99.75932941813986,2800.0,51.8,335.296875
exp2_1.25x,101.16656852597953,0,99.83043999550625,2800.0,49.05,335.296875
exp2_1.25x,101.6673906739743,0,99.83592524726829,2800.0,50.15,335.296875
exp2_1.25x,102.16822843297268,0,99.8317023185211,2800.0,50.15,335.296875
exp2_1.25x,102.66909204499098,0,101.82411940623874,2800.0,50.7,335.296875
exp2_1.25x,103.17002809999394,0,99.81712026254608,2800.0,50.15,335.296875
exp2_1.25x,103.67077287999564,0,99.8517086275828,2800.0,49.6,335.296875
exp2_1.25x,104.17148064199137,0,91.88719596967653,2800.0,49.6,335.296875
exp2_1.25x,104.6719348509796,0,0.0,2800.0,48.5,335.296875
exp2_1.25x,105.17250722597237,0,0.0,2800.0,49.05,335.296875
exp2_1.25x,105.67304186098045,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,106.17358953299117,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,106.6741148539877,0,0.0,2800.0,49.6,335.296875
exp2_1.25x,107.17475059998105,0,0.0,1500.0,47.95,335.296875
exp2_1.25x,107.67552497598808,0,0.0,1500.0,46.85,335.296875
exp2_1.25x,108.1762331489881,0,0.0,1500.0,46.3,335.296875
exp2_1.25x,108.67697141499957,0,0.0,1500.0,45.75,335.296875
exp2_1.25x,109.17775819898816,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,109.67830270799459,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,110.17879251399427,0,0.0,2800.0,46.3,335.296875
exp2_1.25x,110.67932478297735,0,1.9979820700766953,2800.0,48.5,335.296875
exp2_1.25x,111.17981201599468,0,87.90013068233286,2800.0,49.6,376.265625
exp2_1.25x,111.68053043299005,0,99.85865745711794,2800.0,49.05,335.296875
exp2_1.25x,112.1812697009882,0,99.85299602061461,2800.0,50.7,335.296875
exp2_1.25x,112.68198030497297,0,101.85616564927044,2800.0,49.6,335.296875
exp2_1.25x,113.18264818598982,0,99.86525002479662,2800.0,51.25,335.296875
exp2_1.25x,113.68334399399464,0,99.86064028234362,2800.0,49.6,335.296875
exp2_1.25x,114.18407506099902,0,99.84920692820958,2800.0,49.6,335.296875
exp2_1.25x,114.68486225800007,0,99.84757109560486,2800.0,50.7,335.296875
exp2_1.25x,115.18557519599563,0,99.82940392829778,2800.0,50.7,335.296875
exp2_1.25x,115.68689564999659,0,99.76002705934805,2800.0,51.25,335.296875
exp2_1.25x,116.18765405198792,0,99.85119695165342,2800.0,51.25,335.296875
exp2_1.25x,116.68838426997536,0,99.84622662604158,2800.0,49.6,335.296875
exp2_1.25x,117.1894066889945,0,101.80029165052903,2800.0,50.7,335.296875
exp2_1.25x,117.69013022299623,0,99.8547785959558,2800.0,51.25,335.296875
exp2_1.25x,118.19083464497817,0,49.938625729040744,2800.0,49.05,335.296875
exp2_1.25x,118.69127603297238,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,119.19168521798565,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,119.69224693899741,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,120.19274821598083,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,120.69327151298057,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,121.19378925397177,0,0.0,2800.0,49.05,335.296875
exp2_1.25x,121.6943535139726,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,122.19482744199922,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,122.69536325897207,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,123.19587048297399,0,0.0,2800.0,47.4,335.296875
exp2_1.25x,123.6969292969734,0,0.0,2800.0,46.85,335.296875
exp2_1.25x,124.19747615198139,0,0.0,1500.0,47.4,335.296875
exp2_1.25x,124.69828744998085,0,25.953005750624147,2800.0,46.85,335.296875
exp2_1.25x,125.19945569097763,0,99.7783147319429,2800.0,51.25,376.265625
exp2_1.25x,125.7002637119731,0,99.84313844134621,2800.0,50.15,335.296875
exp2_1.25x,126.20099917898187,0,101.83825397183746,2800.0,50.7,335.296875
exp2_1.25x,126.701877089974,0,99.83640427115567,2800.0,49.6,335.296875
exp2_1.25x,127.20256883499678,0,99.83875601407712,2800.0,50.15,335.296875
exp2_1.25x,127.70378991100006,0,99.77899989536175,2800.0,50.15,335.296875
exp2_1.25x,128.20450204599183,0,99.86006908269067,2800.0,51.25,335.296875
exp2_1.25x,128.7051571449847,0,101.86713001436297,2800.0,51.25,335.296875
exp2_1.25x,129.20582165097585,0,99.85878749154176,2800.0,50.7,335.296875
exp2_1.25x,129.70659654698102,0,99.84613191735502,2800.0,51.25,335.296875
exp2_1.25x,130.20757807098562,0,99.80915272225504,2800.0,50.7,335.296875
exp2_1.25x,130.7083253749879,0,99.82571408594048,2800.0,51.8,335.296875
exp2_1.25x,131.20967652698164,0,99.73047201651711,2800.0,49.6,335.296875
exp2_1.25x,131.71094379099668,0,99.77294153256663,2800.0,50.7,335.296875
exp2_1.25x,132.2116229859821,0,23.970762332989693,2800.0,49.6,335.296875
exp2_1.25x,132.71210690398584,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,133.212616469973,0,0.0,2800.0,49.05,335.296875
exp2_1.25x,133.71308559298632,0,0.0,2800.0,47.95,335.296875
exp2_1.25x,134.21363978998852,0,0.0,2800.0,48.5,335.296875
exp2_1.25x,134.714185505989,0,0.0,2000.0,46.85,335.296875
exp2_1.25x,135.2147961659939,0,0.0,1500.0,46.85,335.296875
exp2_1.25x,135.71556277098716,0,0.0,2100.0,47.4,335.296875
exp2_1.25x,136.216236208973,0,0.0,1500.0,46.3,335.296875
exp2_1.25x,136.71696286997758,0,1.9971441797207248,1500.0,47.4,335.296875
exp2_1.25x,137.217658345995,0,0.0,1700.0,46.3,335.296875
exp2_1.25x,137.7183885629929,0,0.0,1600.0,46.3,335.296875
exp2_1.25x,138.21917650298565,0,0.0,2800.0,46.85,335.296875
exp2_1.25x,138.71975336998003,0,59.92468390374952,2800.0,49.05,376.265625
exp2_1.25x,139.2204751999816,0,99.85743393817437,2800.0,50.15,335.296875
exp2_1.25x,139.72121943699312,0,101.851791182086,2800.0,49.6,335.296875
exp2_1.25x,140.22189534199424,0,99.86258229743012,2800.0,50.7,335.296875
exp2_1.25x,140.7226160619757,0,99.8579137721273,2800.0,50.15,335.296875
exp2_1.25x,141.22346511497744,0,99.82466775155574,2800.0,49.05,335.296875
exp2_1.25x,141.7242205569928,0,99.85171321816378,2800.0,50.7,335.296875
exp2_1.25x,142.2249542969803,0,99.81668147464126,2800.0,50.15,335.296875
exp2_1.25x,142.72629731099005,0,99.7720067946822,2800.0,49.6,335.296875
exp2_1.25x,143.22700081099174,0,99.84885858505884,2800.0,49.6,335.296875
exp2_1.25x,143.72786003199872,0,101.83467344449173,2800.0,50.7,335.296875
exp2_1.25x,144.22858393998467,0,99.83794085574014,2800.0,51.25,335.296875
exp2_1.25x,144.72961051299353,0,99.81285449251104,2800.0,49.6,335.296875
exp2_1.25x,145.23030931098037,0,99.85905792800884,2800.0,51.25,335.296875
exp2_1.25x,145.73097922099987,0,75.91081283803736,2800.0,49.05,335.5625
exp2_1.25x,146.2314057799813,0,0.0,2800.0,49.6,335.5625
exp2_1.25x,146.73191926599247,0,1.998057057310461,2800.0,48.5,335.5625
exp2_1.25x,147.23238214099547,0,0.0,2800.0,49.05,335.5625
exp2_1.25x,147.73288342298474,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,148.23341637299745,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,148.73396321199834,0,0.0,2800.0,46.85,335.5625
exp2_1.25x,149.23707399799605,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,149.73760013398714,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,150.23813386299298,0,0.0,2800.0,47.95,335.5625
exp2_1.25x,150.73868279598537,0,0.0,2800.0,47.95,335.5625
exp2_1.25x,151.23913693299983,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,151.73967390498728,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,152.24013263499364,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,152.7407027919835,0,95.88634093565685,2800.0,50.15,376.53125
exp2_1.25x,153.24139852297958,0,99.85613526955454,2800.0,49.05,335.5625
exp2_1.25x,153.74209717998747,0,99.8655165023452,2800.0,49.05,335.5625
exp2_1.25x,154.24275513298926,0,101.86257800544192,2800.0,50.7,335.5625
exp2_1.25x,154.7439305469743,0,99.76406397934097,2800.0,50.7,335.5625
exp2_1.25x,155.24482759297825,0,99.82178317619703,2800.0,50.15,335.5625
exp2_1.25x,155.74571258298238,0,99.82076443322313,2800.0,51.25,335.5625
exp2_1.25x,156.24645100097405,0,99.85056603872158,2800.0,50.15,335.5625
exp2_1.25x,156.74725156699424,0,99.84612753038756,2800.0,50.15,335.5625
exp2_1.25x,157.24792930099647,0,99.86365056824438,2800.0,50.15,335.5625
exp2_1.25x,157.7487462379795,0,99.83531007562146,2800.0,51.25,335.5625
exp2_1.25x,158.24964048998663,0,99.82260564567845,2800.0,49.6,335.5625
exp2_1.25x,158.750525964977,0,99.79740169233499,2800.0,50.7,335.5625
exp2_1.25x,159.2518080289883,0,101.76246929992816,2800.0,50.15,335.5625
exp2_1.25x,159.75249915398308,0,49.94070600057644,2800.0,49.05,335.5625
exp2_1.25x,160.25289741097367,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,160.75344772197423,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,161.25399847899098,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,161.75452221697196,0,0.0,2800.0,49.05,335.5625
exp2_1.25x,162.2550549369771,0,1.9979094554745485,2800.0,47.95,335.5625
exp2_1.25x,162.75556421399233,0,0.0,2800.0,49.05,335.5625
exp2_1.25x,163.25611752699479,0,0.0,1500.0,46.85,335.5625
exp2_1.25x,163.75689469199278,0,0.0,1500.0,47.4,335.5625
exp2_1.25x,164.25756343099056,0,0.0,1500.0,47.4,335.5625
exp2_1.25x,164.75831494899467,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,165.2588477639947,0,0.0,2800.0,46.85,335.5625
exp2_1.25x,165.75934422799037,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,166.259828543989,0,29.96782336758405,2800.0,49.6,345.0625
exp2_1.25x,166.76055017497856,0,99.82776017680779,2800.0,50.15,335.5625
exp2_1.25x,167.26171028398676,0,101.78806605231992,2800.0,49.05,335.5625
exp2_1.25x,167.76242439699126,0,99.85436779955943,2800.0,50.15,335.5625
exp2_1.25x,168.26330126798712,0,99.8292253355998,2800.0,50.15,335.5625
exp2_1.25x,168.76397647397243,0,99.86476772285849,2800.0,50.7,335.5625
exp2_1.25x,169.26468745799502,0,99.85821571524436,2800.0,50.7,335.5625
exp2_1.25x,169.76541231299052,0,99.8580639453726,2800.0,49.6,335.5625
exp2_1.25x,170.266093223996,0,99.85377273696763,2800.0,51.8,335.5625
exp2_1.25x,170.76723187297466,0,99.75987777748976,2800.0,50.15,335.5625
exp2_1.25x,171.26844350399915,0,99.77447994228486,2800.0,50.7,335.5625
exp2_1.25x,171.7692513599759,0,101.84351092459177,2800.0,51.25,335.5625
exp2_1.25x,172.26989082799992,0,99.8674046477392,2800.0,50.15,335.5625
exp2_1.25x,172.77057003698428,0,99.84319705843085,2800.0,51.25,335.5625
exp2_1.25x,173.27178379899124,0,99.77725585995071,2800.0,51.25,335.5625
exp2_1.25x,173.77249776799,0,3.994922988115839,2800.0,49.6,335.5625
exp2_1.25x,174.27297440599068,0,0.0,2800.0,50.15,335.5625
exp2_1.25x,174.7734999699751,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,175.27395070099737,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,175.77447187597863,0,0.0,2800.0,49.6,335.5625
exp2_1.25x,176.27491929399548,0,1.9982430608376376,2800.0,47.4,335.5625
exp2_1.25x,176.77535100799287,0,0.0,2800.0,46.85,335.5625
exp2_1.25x,177.2758734439849,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,177.77640565799084,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,178.2768517989898,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,178.77737973598414,0,0.0,2800.0,47.4,335.5625
exp2_1.25x,179.27779411899974,0,0.0,2800.0,48.5,335.5625
exp2_1.25x,179.77834457499557,0,0.0,1500.0,46.3,335.5625
exp2_1.25x,180.27911477099406,0,65.89647282273071,2800.0,49.05,376.515625
exp2_1.25x,180.77980615297565,0,99.86355063692633,2800.0,49.6,335.546875
exp2_1.25x,181.28061009099474,0,99.83160405225789,2800.0,50.15,335.546875
exp2_1.25x,181.78144687999156,0,99.84418157114342,2800.0,49.05,335.546875
exp2_1.25x,182.282229318982,0,99.84025678453114,2800.0,48.5,335.546875
exp2_1.25x,182.7829581279948,0,99.85502269001277,2800.0,50.7,335.546875
exp2_1.25x,183.28362304897746,0,99.86132676842126,2800.0,49.05,335.546875
exp2_1.25x,183.78441869298695,0,99.84749314350253,2800.0,50.15,335.546875
exp2_1.25x,184.28511337397504,0,99.85939158171502,2800.0,49.6,335.546875
exp2_1.25x,184.78583140697447,0,101.84840130629347,2800.0,49.6,335.546875
exp2_1.25x,185.28672890199232,0,97.8300844032505,2800.0,50.7,335.546875
exp2_1.25x,185.7874230479938,0,99.86069492644289,2800.0,49.6,335.546875
exp2_1.25x,186.28814960099407,0,99.84782134049118,2800.0,50.15,335.546875
exp2_1.25x,186.78897809798946,0,101.83706131064427,2800.0,49.6,335.546875
exp2_1.50x,0.5003580009797588,0,99.86290700043998,2800.0,52.35,376.609375
exp2_1.50x,1.0018564769998193,0,99.73807027433809,2800.0,50.15,335.640625
exp2_1.50x,1.5025284209987149,0,99.85303490518629,2800.0,51.25,335.640625
exp2_1.50x,2.003314623987535,0,99.8561591995763,2800.0,50.7,335.640625
exp2_1.50x,2.5039406799769495,0,99.87535176327498,2800.0,50.7,335.640625
exp2_1.50x,3.0045729209959973,0,99.87245528788357,2800.0,51.8,335.640625
exp2_1.50x,3.505229459988186,0,101.85686441502162,2800.0,50.7,335.640625
exp2_1.50x,4.006059589999495,0,99.82960942641931,2800.0,51.8,335.640625
exp2_1.50x,4.506917164981132,0,99.83894101730935,2800.0,51.8,335.640625
exp2_1.50x,5.007633351982804,0,99.85875857433624,2800.0,52.9,335.640625
exp2_1.50x,5.508364353998331,0,99.85396876499632,2800.0,50.15,335.640625
exp2_1.50x,6.009027893975144,0,99.86343794668254,2800.0,52.35,335.640625
exp2_1.50x,6.509778155974345,0,99.85625073506247,2800.0,51.25,335.640625
exp2_1.50x,7.010425159998704,0,99.87017177595371,2800.0,51.8,335.640625
exp2_1.50x,7.511055589973694,0,43.94934389725401,2800.0,50.15,335.640625
exp2_1.50x,8.015276924998034,0,0.0,2800.0,50.7,335.640625
exp2_1.50x,8.515838783001527,0,0.0,2800.0,50.15,335.640625
exp2_1.50x,9.016381695983,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,9.516863739991095,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,10.017268209980102,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,10.51772723699105,0,0.0,2800.0,49.6,335.640625
exp2_1.50x,11.018261132994667,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,11.518747326976154,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,12.019175094988896,0,97.89851390097724,2800.0,51.8,376.609375
exp2_1.50x,12.519826917996397,0,99.870333347786,2800.0,51.8,335.640625
exp2_1.50x,13.02051783297793,0,99.86410193638046,2800.0,49.6,335.640625
exp2_1.50x,13.521202637988608,0,99.82913166271769,2800.0,50.15,335.640625
exp2_1.50x,14.022499680984765,0,99.76939102971028,2800.0,51.8,335.640625
exp2_1.50x,14.523224485979881,0,101.85189797199871,2800.0,51.25,335.640625
exp2_1.50x,15.023875032988144,0,99.87301505789955,2800.0,51.8,335.640625
exp2_1.50x,15.524643375974847,0,99.84083693091249,2800.0,50.7,335.640625
exp2_1.50x,16.025404848973267,0,99.85852802668083,2800.0,51.25,335.640625
exp2_1.50x,16.526023656973848,0,99.86682359461986,2800.0,50.15,335.640625
exp2_1.50x,17.0268108889868,0,99.84235052926748,2800.0,51.25,335.640625
exp2_1.50x,17.52771608499461,0,101.82098892246863,2800.0,50.7,335.640625
exp2_1.50x,18.02838287499617,0,99.86224323560263,2800.0,50.7,335.640625
exp2_1.50x,18.529160126985516,0,99.84258278938552,2800.0,50.7,335.640625
exp2_1.50x,19.02990036198753,0,51.932951340787504,2800.0,50.15,335.640625
exp2_1.50x,19.53038626498892,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,20.030879686994012,0,0.0,2800.0,50.15,335.640625
exp2_1.50x,20.53137970197713,0,0.0,2800.0,47.4,335.640625
exp2_1.50x,21.03178034699522,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,21.532314769981895,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,22.032861563988263,0,0.0,2800.0,49.6,335.640625
exp2_1.50x,22.533379690983566,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,23.03388704097597,0,0.0,1500.0,47.4,335.640625
exp2_1.50x,23.534687852981733,0,93.83760239279616,2800.0,50.15,376.609375
exp2_1.50x,24.03930343798129,0,101.05622640360833,2800.0,49.6,335.640625
exp2_1.50x,24.54056080299779,0,99.7705654135928,2800.0,51.25,335.640625
exp2_1.50x,25.04335130797699,0,99.43604587903404,2800.0,50.15,335.640625
exp2_1.50x,25.544204842997715,0,99.83960248809011,2800.0,49.6,335.640625
exp2_1.50x,26.044928230985533,0,99.8292036112255,2800.0,50.15,335.640625
exp2_1.50x,26.54611726498115,0,99.78288401617256,2800.0,51.8,335.640625
exp2_1.50x,27.046953540993854,0,99.79216306267605,2800.0,50.15,335.640625
exp2_1.50x,27.54828381599509,0,101.77704070059136,2800.0,50.15,335.640625
exp2_1.50x,28.049026741995476,0,99.84666886535393,2800.0,50.15,335.640625
exp2_1.50x,28.549824242974864,0,99.85071918442219,2800.0,51.25,335.640625
exp2_1.50x,29.050420688989107,0,99.88177652914379,2800.0,50.7,335.640625
exp2_1.50x,29.55102782099857,0,99.87685144512194,2800.0,51.25,335.640625
exp2_1.50x,30.051677323994227,0,97.87075579501004,2800.0,51.25,335.640625
exp2_1.50x,30.552297085989267,0,35.96152885891452,2800.0,49.05,335.640625
exp2_1.50x,31.052654906001408,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,31.553143669996643,0,1.9980080419891766,2800.0,47.95,335.640625
exp2_1.50x,32.05366409997805,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,32.554167605994735,0,0.0,2800.0,49.6,335.640625
exp2_1.50x,33.0545644449885,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,33.555064283980755,0,0.0,1500.0,48.5,335.640625
exp2_1.50x,34.055852047982626,0,0.0,1500.0,48.5,335.640625
exp2_1.50x,34.55658238698379,0,0.0,1500.0,47.4,335.640625
exp2_1.50x,35.05733409599634,0,89.86617488697416,2800.0,49.05,376.609375
exp2_1.50x,35.557926306995796,0,97.88463630033199,2800.0,49.6,335.640625
exp2_1.50x,36.05854923898005,0,99.87473710432015,2800.0,50.15,335.640625
exp2_1.50x,36.559291154000675,0,99.8483660770473,2800.0,50.15,335.640625
exp2_1.50x,37.0599295499851,0,99.87218417503358,2800.0,50.7,335.640625
exp2_1.50x,37.56329818998347,0,99.33202333783834,2800.0,50.7,335.640625
exp2_1.50x,38.06394858699059,0,99.87226177669821,2800.0,50.15,335.640625
exp2_1.50x,38.5645747249946,0,99.87283032897835,2800.0,50.7,335.640625
exp2_1.50x,39.06522265999229,0,99.86928787755687,2800.0,50.15,335.640625
exp2_1.50x,39.56589368797722,0,99.86588570938537,2800.0,51.25,335.640625
exp2_1.50x,40.06661784497555,0,99.83001364383816,2800.0,52.35,335.640625
exp2_1.50x,40.56787807398359,0,101.76214279770852,2800.0,49.6,335.640625
exp2_1.50x,41.0686522499891,0,99.85031140434879,2800.0,50.15,335.640625
exp2_1.50x,41.56951303797541,0,99.80020179165413,2800.0,50.15,335.640625
exp2_1.50x,42.07071541598998,0,53.895252633875174,2800.0,50.15,335.640625
exp2_1.50x,42.57115440999041,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,43.07167245997698,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,43.57218300999375,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,44.072722078999504,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,44.57322977797594,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,45.07361636598944,0,0.0,1500.0,47.4,335.640625
exp2_1.50x,45.574339045997476,0,0.0,1500.0,47.4,335.640625
exp2_1.50x,46.0750582079927,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,46.57935319998069,0,87.21240569228742,2800.0,50.7,376.609375
exp2_1.50x,47.0813175769872,0,99.64910441582457,2800.0,49.6,335.640625
exp2_1.50x,47.58188087097369,0,99.88607134120693,2800.0,49.05,335.640625
exp2_1.50x,48.08245877499576,0,99.88186991177827,2800.0,50.7,335.640625
exp2_1.50x,48.5831154579937,0,99.85815030114256,2800.0,49.6,335.640625
exp2_1.50x,49.0838518620003,0,99.85508490786754,2800.0,51.25,335.640625
exp2_1.50x,49.584598525980255,0,99.85793211932328,2800.0,49.6,335.640625
exp2_1.50x,50.08524720999412,0,99.86227933529462,2800.0,51.25,335.640625
exp2_1.50x,50.58600476299762,0,99.86014068109391,2800.0,49.6,335.640625
exp2_1.50x,51.086626724980306,0,99.87366001493366,2800.0,50.7,335.640625
exp2_1.50x,51.58732609497383,0,101.8409360686778,2800.0,50.15,335.640625
exp2_1.50x,52.088127889990574,0,99.8558636532937,2800.0,50.7,335.640625
exp2_1.50x,52.588786333973985,0,99.8481495396374,2800.0,50.15,335.640625
exp2_1.50x,53.089653980976436,0,99.82901904433923,2800.0,50.15,335.640625
exp2_1.50x,53.590523684979416,0,39.944030983426664,2800.0,50.15,335.640625
exp2_1.50x,54.09092201999738,0,0.0,2800.0,50.7,335.640625
exp2_1.50x,54.59145709697623,0,0.0,2800.0,49.6,335.640625
exp2_1.50x,55.09197200697963,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,55.592465212976094,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,56.09292053198442,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,56.59343333198922,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,57.093846502975794,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,57.59435696998844,0,0.0,2800.0,47.4,335.640625
exp2_1.50x,58.094886955979746,0,85.90442908984143,2800.0,51.8,376.609375
exp2_1.50x,58.598440701985965,0,97.30895384860193,2800.0,51.25,335.640625
exp2_1.50x,59.09899737397791,0,99.89008294734414,2800.0,50.15,335.640625
exp2_1.50x,59.59956636099378,0,99.88551900935002,2800.0,49.6,335.640625
exp2_1.50x,60.10015525500057,0,97.88467638724927,2800.0,51.8,335.640625
exp2_1.50x,60.6007441309921,0,99.8818717061481,2800.0,51.25,335.640625
exp2_1.50x,61.10131243398064,0,99.88652770909039,2800.0,51.8,335.640625
exp2_1.50x,61.601880107977195,0,99.88688968423074,2800.0,51.25,335.640625
exp2_1.50x,62.10244326299289,0,99.88186053343851,2800.0,50.7,335.640625
exp2_1.50x,62.60311321399058,0,99.85750573594555,2800.0,51.8,335.640625
exp2_1.50x,63.103900756977964,0,101.85158594409377,2800.0,50.15,335.640625
exp2_1.50x,63.604565171990544,0,99.86252844071444,2800.0,50.15,335.640625
exp2_1.50x,64.10538666098728,0,99.83528894616433,2800.0,50.15,335.640625
exp2_1.50x,64.60622740897816,0,99.80633738151205,2800.0,50.7,335.640625
exp2_1.50x,65.10748457998852,0,47.89864235255664,2800.0,50.15,335.640625
exp2_1.50x,65.60795644199243,0,0.0,2800.0,49.6,335.640625
exp2_1.50x,66.10835165699245,0,0.0,2800.0,50.15,335.640625
exp2_1.50x,66.60880868599634,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,67.10933295599534,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,67.60982948599849,0,1.9981379831427344,2800.0,50.15,335.640625
exp2_1.50x,68.11026290498558,0,0.0,2800.0,49.05,335.640625
exp2_1.50x,68.61077154698432,0,0.0,2800.0,47.95,335.640625
exp2_1.50x,69.11129137297394,0,0.0,2800.0,48.5,335.640625
exp2_1.50x,69.61178579297848,0,79.91395137433577,2800.0,50.15,376.609375
exp2_1.50x,70.11243130499497,0,99.86911732793719,2800.0,49.6,335.640625
exp2_1.50x,70.61311028097407,0,99.83753976515104,2800.0,51.25,335.640625
exp2_1.50x,71.11444143697736,0,99.75622730023521,2800.0,50.15,335.640625
exp2_1.50x,71.61520080198534,0,101.83594351759942,2800.0,51.25,335.640625
exp2_1.50x,72.11601496199728,0,99.85261135517003,2800.0,51.8,335.640625
exp2_1.50x,72.6166609939828,0,99.86690059001026,2800.0,50.7,335.640625
exp2_1.50x,73.11734822997823,0,99.86233896746879,2800.0,50.15,335.640625
exp2_1.50x,73.6180242439732,0,99.86362045241282,2800.0,50.7,335.640625
exp2_1.50x,74.11883836897323,0,99.83699673060995,2800.0,51.8,335.640625
exp2_1.50x,74.61958973598666,0,101.85544145921435,2800.0,50.7,335.640625
exp2_1.50x,75.12022654697648,0,99.86804535241488,2800.0,50.15,335.640625
exp2_1.50x,75.62101015498047,0,99.83023389646027,2800.0,50.7,335.640625
exp2_1.50x,76.12185335499817,0,99.84293667655199,2800.0,50.7,335.640625
