experiment,elapsed_s,queue_depth,cpu_percent,cpu_freq_mhz,cpu_temp_c,rss_mb
exp2_0.75x,58.082823639997514,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,58.5833358639793,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,59.08381668198854,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,59.584337018983206,0,0.0,2800.0,45.75,328.84375
exp2_0.75x,60.08483965299092,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,60.58533697499661,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,61.08581577800214,0,0.0,2800.0,45.2,328.84375
exp2_0.75x,61.586330563004594,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,62.08675594298984,0,0.0,1500.0,44.65,328.84375
exp2_0.75x,62.58747071097605,0,1.9971461899337555,1700.0,44.1,328.84375
exp2_0.75x,63.088161867985036,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,63.58867434298736,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,64.08910335600376,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,64.58961092500249,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,65.09009992098436,0,0.0,2800.0,45.2,328.84375
exp2_0.75x,65.59062452899525,0,0.0,2800.0,46.3,328.84375
exp2_0.75x,66.0911316940037,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,66.59162797097815,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,67.09208489698358,0,0.0,2800.0,45.2,328.84375
exp2_0.75x,67.59259054600261,0,0.0,2800.0,44.65,328.84375
exp2_0.75x,68.09302341900184,0,0.0,1500.0,44.1,328.84375
exp2_0.75x,68.59376462397631,0,0.0,1600.0,45.2,328.84375
exp2_0.75x,69.09449332900112,0,0.0,1800.0,45.75,328.84375
exp2_0.75x,69.59516966697993,0,75.8926254433489,2800.0,47.4,374.828125
exp2_0.75x,70.09970556898043,0,103.06578983349766,2800.0,46.85,333.859375
exp2_0.75x,70.60053798099398,0,99.83611263031118,2800.0,46.85,333.875
exp2_0.75x,71.10132507799426,0,99.84219282533292,2800.0,46.85,333.875
exp2_0.75x,71.60200525299297,0,99.83487172534106,2800.0,46.85,333.875
exp2_0.75x,72.10320851599681,0,99.77294909421094,2800.0,47.4,333.875
exp2_0.75x,72.60407324699918,0,99.84171952504072,2800.0,48.5,333.875
exp2_0.75x,73.10474192298716,0,99.85944403618332,2800.0,47.4,333.875
exp2_0.75x,73.60548193499562,0,99.85255631946774,2800.0,49.05,333.890625
exp2_0.75x,74.10659690600005,0,99.78716694284073,2800.0,48.5,333.890625
exp2_0.75x,74.60727838199819,0,99.84553636103375,2800.0,46.85,333.890625
exp2_0.75x,75.10815467199427,0,99.84065909801329,2800.0,47.95,333.890625
exp2_0.75x,75.60881020699162,0,99.86583285339873,2800.0,49.05,333.890625
exp2_0.75x,76.11170476197731,0,99.43258971231529,2800.0,49.6,333.890625
