elapsed_s,channel_id,segment_id,duration_s,hit_cap,chars,full_latency_ms,stt_latency_ms,pre_stt_latency_ms,q_ingest,q_routed,q_segment
12.04250832699472,rx,rx-1789096077.551-1,5.151858806610107,False,96,4516.3819789886475,4487.086056993576,29.295921995071694,0,0,0
16.415144022001186,rx,rx-1789096082.895-2,5.247929334640503,False,77,3448.032855987549,3419.133370014606,28.899485972942784,0,0,0
21.579927350016078,rx,rx-1789096088.336-3,5.1829705238342285,False,74,3237.9322052001953,3224.370830983389,13.561374216806144,0,0,0
27.703565450006863,rx,rx-1789096093.743-4,5.18375039100647,False,89,3953.683853149414,3928.5922730050515,25.091580144362524,0,0,0
32.62180331500713,rx,rx-1789096099.151-5,5.183964490890503,False,81,3463.862419128418,3446.755817014491,17.106602113926783,0,0,0
38.186897645005956,rx,rx-1789096104.559-6,5.215613842010498,False,83,3588.9053344726562,3571.779563004384,17.125771468272433,0,0,0
45.830116188997636,rx,rx-1789096109.967-7,6.2322773933410645,False,102,4807.619094848633,4790.577988984296,17.041105864336714,0,0,0
49.889051941019716,rx,rx-1789096116.360-8,5.247109889984131,False,77,3458.7271213531494,3429.2287199932616,29.498401359887794,0,0,0
54.99691570401774,rx,rx-1789096121.800-9,5.183705806732178,False,74,3190.493583679199,3177.275068999734,13.218514679465443,0,0,0
61.180441735021304,rx,rx-1789096127.208-10,5.183864116668701,False,89,3965.9957885742188,3940.9469300007913,25.048858573427424,0,0,0
66.0601515470189,rx,rx-1789096132.616-11,5.1838366985321045,False,81,3437.6044273376465,3420.2557819953654,17.34864534228109,0,0,0
71.61094322401914,rx,rx-1789096138.024-12,5.2153637409210205,False,83,3548.6056804656982,3531.4434700121637,17.1622104535345,0,0,0
79.32993533299305,rx,rx-1789096143.432-13,6.281547546386719,False,102,4793.730974197388,4776.662474003388,17.06850019400008,0,0,0
83.39865866099717,rx,rx-1789096149.874-14,5.247530698776245,False,77,3454.3251991271973,3425.3070109989494,29.018188128247857,0,0,0
88.48765371501213,rx,rx-1789096155.314-15,5.183768033981323,False,74,3167.35577583313,3154.2118079960346,13.14396783709526,0,0,0
94.67504368600203,rx,rx-1789096160.722-16,5.184004306793213,False,89,3946.685314178467,3921.7663049930707,24.919009185396135,0,0,0
99.54274276900105,rx,rx-1789096166.130-17,5.183949708938599,False,81,3406.348943710327,3389.3619510054123,16.986992704914883,0,0,0
105.13406194900745,rx,rx-1789096171.538-18,5.215638160705566,False,83,3557.745933532715,3540.6727670051623,17.07316652755253,0,0,0
112.83024231399759,rx,rx-1789096176.946-19,6.282750368118286,False,102,4779.026508331299,4761.833201016998,17.19330731430091,0,0,0
116.8948481970001,rx,rx-1789096183.394-20,5.242349624633789,False,77,3435.6062412261963,3406.6088949912228,28.99734623497352,0,0,0
122.02788075001445,rx,rx-1789096188.829-21,5.183655500411987,False,74,3192.5032138824463,3179.455720994156,13.047492888290435,0,1,0
128.20941307902103,rx,rx-1789096194.237-22,5.185451030731201,False,89,3964.4508361816406,3940.5559790029656,23.89485717867501,0,0,0
133.06668464301038,rx,rx-1789096199.646-23,5.183937311172485,False,81,3413.742780685425,3397.2547340090387,16.488046676386148,0,0,0
138.62299584501307,rx,rx-1789096205.053-24,5.215658903121948,False,83,3531.6903591156006,3514.6447810111567,17.045578104443848,0,0,0
146.29276197901345,rx,rx-1789096210.461-25,6.231598615646362,False,102,4777.072191238403,4760.023914015619,17.048277222784236,0,0,0
150.3639016750094,rx,rx-1789096216.853-26,5.24745512008667,False,77,3440.3398036956787,3411.23675002018,29.103053675498813,0,0,0
155.5014069850149,rx,rx-1789096222.293-27,5.183789968490601,False,74,3201.8115520477295,3188.6759949848056,13.135557062923908,0,0,0
161.6425544200174,rx,rx-1789096227.701-28,5.18367338180542,False,89,3934.929132461548,3909.717982984148,25.211149477399886,0,0,0
166.5269155470014,rx,rx-1789096233.109-29,5.183948755264282,False,81,3411.139488220215,3394.0709609887563,17.068527231458575,0,0,0
172.0869161040173,rx,rx-1789096238.518-30,5.215169668197632,False,83,3531.3706398010254,3514.1388089978136,17.23183080321178,0,0,0
179.79235518499627,rx,rx-1789096243.925-31,6.28191065788269,False,102,4762.645721435547,4745.268488011789,17.377233423758298,0,0,0
183.8956422439951,rx,rx-1789096250.367-32,5.251255512237549,False,77,3454.5817375183105,3405.588931986131,48.99280553217977,0,0,0
188.99051955001778,rx,rx-1789096255.811-33,5.184436559677124,False,74,3172.6744174957275,3140.335320989834,32.339096505893394,0,0,0
195.15719610100496,rx,rx-1789096261.218-34,5.183901071548462,False,89,3932.231903076172,3910.6476540036965,21.58424907247536,0,0,0
200.03907429400715,rx,rx-1789096266.626-35,5.184592247009277,False,81,3405.3378105163574,3388.3070520241745,17.03075849218294,0,0,0
205.5986876510142,rx,rx-1789096272.039-36,5.211422681808472,False,83,3525.7937908172607,3508.159513003193,17.6342778140679,0,0,0
213.28336237202166,rx,rx-1789096277.442-37,6.2291951179504395,False,102,4788.7420654296875,4771.746217011241,16.995848418446258,0,0,0
217.33472833799897,rx,rx-1789096283.832-38,5.247471809387207,False,77,3432.2996139526367,3403.2231339951977,29.076479957439005,0,0,0
222.43294529101695,rx,rx-1789096289.272-39,5.183735370635986,False,74,3154.6294689178467,3141.465947992401,13.163520925445482,0,0,0
228.6094577939948,rx,rx-1789096294.680-40,5.18376350402832,False,89,3923.0823516845703,3897.8665600006934,25.215791683876887,0,0,0
233.5031494210125,rx,rx-1789096300.088-41,5.183868885040283,False,81,3408.674478530884,3391.636888991343,17.03758953954093,0,0,0
239.0470913760073,rx,rx-1789096305.496-42,5.215661287307739,False,83,3512.678861618042,3495.552859007148,17.12600261089392,0,0,0
246.7228243400168,rx,rx-1789096310.906-43,6.28397274017334,False,102,4709.6874713897705,4692.034286999842,17.653184389928356,0,0,0
250.8646612180164,rx,rx-1789096317.350-44,5.247682809829712,False,77,3443.43638420105,3394.189608981833,49.24677521921694,0,0,0
255.96252164899488,rx,rx-1789096322.791-45,5.183581113815308,False,74,3165.4179096221924,3132.4850879900623,32.93282163213007,0,0,0
262.1435118910158,rx,rx-1789096328.198-46,5.184440851211548,False,89,3937.894821166992,3917.1206140017603,20.77420716523193,0,0,0
267.0327154410188,rx,rx-1789096333.607-47,5.179337739944458,False,81,3423.354148864746,3406.2786499853246,17.075498879421502,0,0,0
272.58670758100925,rx,rx-1789096339.011-48,5.215755939483643,False,83,3537.365674972534,3519.8212370160036,17.5444379565306,0,0,0
280.2635911600082,rx,rx-1789096344.419-49,6.2819013595581055,False,102,4740.002155303955,4722.921859996859,17.080295307096094,0,0,0
284.381570055004,rx,rx-1789096350.861-50,5.247771263122559,False,77,3450.1163959503174,3421.0389360086992,29.077459941618145,0,0,0
289.46029126201756,rx,rx-1789096356.301-51,5.1836371421813965,False,74,3152.6060104370117,3139.4779029942583,13.12810744275339,0,0,0
295.67141084800824,rx,rx-1789096361.709-52,5.183852672576904,False,89,3955.878973007202,3930.761530995369,25.11744201183319,0,0,0
300.52227229002165,rx,rx-1789096367.117-53,5.18375301361084,False,81,3398.5235691070557,3381.434574985178,17.088994121877477,0,0,0
306.0486724920047,rx,rx-1789096372.525-54,5.236927032470703,False,83,3463.799238204956,3446.6877810191363,17.111457185819745,0,0,0
